Current TOP Code,CTE
0101.00,CTE
0102.00,CTE
0102.00,CTE
0102.00,CTE
0102.00,CTE
0102.10,CTE
0102.10,CTE
0102.10,CTE
0102.10,CTE
0102.10,CTE
0102.10,CTE
0102.10,CTE
0102.10,CTE
0102.10,CTE
0102.10,CTE
0102.10,CTE
0102.10,CTE
0102.10,CTE
0102.10,CTE
0102.20,CTE
0102.20,CTE
0102.20,CTE
0102.30,CTE
0102.30,CTE
0102.40,CTE
0102.40,CTE
0102.40,CTE
0102.40,CTE
0103.00,CTE
0103.00,CTE
0103.00,CTE
0103.00,CTE
0103.00,CTE
0103.00,CTE
0103.00,CTE
0103.10,CTE
0103.10,CTE
0104.00,CTE
0104.00,CTE
0104.00,CTE
0104.00,CTE
0104.00,CTE
0104.00,CTE
0104.00,CTE
0104.00,CTE
0104.00,CTE
0104.00,CTE
0104.00,CTE
0104.00,CTE
0104.00,CTE
0104.00,CTE
0104.00,CTE
0104.00,CTE
0104.00,CTE
0109.00,CTE
0109.00,CTE
0109.00,CTE
0109.10,CTE
0109.10,CTE
0109.10,CTE
0109.10,CTE
0109.20,CTE
0109.20,CTE
0109.30,CTE
0109.30,CTE
0109.30,CTE
0109.30,CTE
0109.30,CTE
0109.30,CTE
0109.40,CTE
0109.40,CTE
0109.40,CTE
0109.40,CTE
0109.40,CTE
0109.40,CTE
0109.40,CTE
0109.40,CTE
0112.00,CTE
0112.00,CTE
0112.00,CTE
0112.00,CTE
0112.00,CTE
0112.00,CTE
0112.00,CTE
0113.00,CTE
0113.00,CTE
0113.00,CTE
0113.00,CTE
0113.00,CTE
0113.00,CTE
0113.00,CTE
0113.00,CTE
0113.00,CTE
0113.00,CTE
0113.00,CTE
0113.00,CTE
0113.00,CTE
0114.00,CTE
0114.00,CTE
0114.00,CTE
0114.00,CTE
0114.00,CTE
0114.00,CTE
0114.00,CTE
0114.00,CTE
0114.00,CTE
0114.00,CTE
0114.00,CTE
0115.00,CTE
0115.00,CTE
0115.00,CTE
0115.00,CTE
0115.00,CTE
0115.00,CTE
0115.00,CTE
0115.10,CTE
0115.10,CTE
0115.10,CTE
0115.10,CTE
0115.10,CTE
0115.10,CTE
0115.20,CTE
0115.20,CTE
0115.20,CTE
0116.00,CTE
0116.00,CTE
0116.00,CTE
0116.00,CTE
0116.00,CTE
0116.00,CTE
0199.00,CTE
0199.00,CTE
0199.00,CTE
0201.00,CTE
0201.00,CTE
0201.00,CTE
0201.00,CTE
0201.00,CTE
0201.00,CTE
0201.00,CTE
0201.00,CTE
0201.00,CTE
0201.00,CTE
0201.00,CTE
0201.00,CTE
0201.00,CTE
0201.10,Not CTE
0201.10,Not CTE
0299.00,CTE
0301.00,Not CTE
0301.00,Not CTE
0301.00,Not CTE
0301.00,Not CTE
0301.00,Not CTE
0301.00,Not CTE
0301.00,Not CTE
0301.00,Not CTE
0301.00,Not CTE
0301.00,Not CTE
0301.00,Not CTE
0301.00,Not CTE
0301.00,Not CTE
0301.00,Not CTE
0301.00,Not CTE
0301.00,Not CTE
0302.00,Not CTE
0302.00,Not CTE
0302.00,Not CTE
0302.00,Not CTE
0302.00,Not CTE
0302.00,Not CTE
0302.00,Not CTE
0302.00,Not CTE
0302.00,Not CTE
0302.00,Not CTE
0303.00,CTE
0303.00,CTE
0303.00,CTE
0303.00,CTE
0303.00,CTE
0401.00,Not CTE
0401.00,Not CTE
0401.00,Not CTE
0401.00,Not CTE
0401.00,Not CTE
0401.00,Not CTE
0401.00,Not CTE
0401.00,Not CTE
0402.00,Not CTE
0402.00,Not CTE
0402.00,Not CTE
0403.00,Not CTE
0403.00,Not CTE
0403.00,Not CTE
0403.00,Not CTE
0403.00,Not CTE
0403.00,Not CTE
0403.00,Not CTE
0403.00,Not CTE
0407.00,Not CTE
0407.00,Not CTE
0407.00,Not CTE
0408.00,Not CTE
0408.00,Not CTE
0408.00,Not CTE
0430.00,CTE
0430.00,CTE
0430.00,CTE
0430.00,CTE
0430.00,CTE
0430.00,CTE
0430.00,CTE
0430.00,CTE
0430.00,CTE
0430.00,CTE
0499.00,Not CTE
0499.00,Not CTE
0499.00,Not CTE
0501.00,CTE
0501.00,CTE
0501.00,CTE
0501.00,CTE
0501.00,CTE
0501.00,CTE
0501.00,CTE
0501.00,CTE
0501.00,CTE
0501.00,CTE
0501.00,CTE
0501.00,CTE
0501.00,CTE
0501.00,CTE
0501.00,CTE
0501.00,CTE
0501.00,CTE
0501.00,CTE
0501.00,CTE
0501.00,CTE
0501.00,CTE
0501.00,CTE
0501.00,CTE
0501.00,CTE
0501.00,CTE
0501.00,CTE
0501.00,CTE
0501.00,CTE
0501.00,CTE
0501.00,CTE
0501.00,CTE
0501.00,CTE
0501.00,CTE
0501.00,CTE
0501.00,CTE
0501.00,CTE
0501.00,CTE
0501.00,CTE
0501.00,CTE
0501.00,CTE
0501.00,CTE
0501.00,CTE
0501.00,CTE
0502.00,CTE
0502.00,CTE
0502.00,CTE
0502.00,CTE
0502.00,CTE
0502.00,CTE
0502.00,CTE
0502.00,CTE
0502.00,CTE
0502.00,CTE
0502.00,CTE
0502.00,CTE
0502.00,CTE
0502.00,CTE
0502.00,CTE
0502.10,CTE
0502.10,CTE
0502.10,CTE
0502.10,CTE
0502.10,CTE
0504.00,CTE
0504.00,CTE
0504.00,CTE
0504.00,CTE
0504.00,CTE
0504.00,CTE
0504.00,CTE
0504.00,CTE
0504.00,CTE
0504.00,CTE
0504.00,CTE
0504.00,CTE
0504.00,CTE
0504.00,CTE
0504.00,CTE
0504.00,CTE
0504.00,CTE
0504.00,CTE
0504.00,CTE
0504.00,CTE
0504.00,CTE
0504.00,CTE
0504.00,CTE
0504.00,CTE
0504.00,CTE
0505.00,CTE
0505.00,CTE
0505.00,CTE
0505.00,CTE
0505.00,CTE
0505.00,CTE
0505.00,CTE
0505.00,CTE
0505.00,CTE
0505.00,CTE
0505.00,CTE
0505.00,CTE
0505.00,CTE
0505.00,CTE
0505.00,CTE
0505.00,CTE
0505.00,CTE
0505.00,CTE
0505.00,CTE
0505.00,CTE
0505.00,CTE
0505.00,CTE
0505.00,CTE
0505.00,CTE
0505.00,CTE
0505.00,CTE
0505.00,CTE
0505.00,CTE
0506.00,CTE
0506.00,CTE
0506.00,CTE
0506.00,CTE
0506.00,CTE
0506.00,CTE
0506.00,CTE
0506.00,CTE
0506.00,CTE
0506.00,CTE
0506.00,CTE
0506.00,CTE
0506.00,CTE
0506.00,CTE
